entry,lep_pt_0,lep_pt_1,lep_pt_2,lep_pt_3,lep_eta_0,lep_eta_1,lep_eta_2,lep_eta_3,lep_phi_0,lep_phi_1,lep_phi_2,lep_phi_3,lep_E_0,lep_E_1,lep_E_2,lep_E_3,lep_charge_0,lep_charge_1,lep_charge_2,lep_charge_3,lep_type_0,lep_type_1,lep_type_2,lep_type_3,lep_z0_0,lep_z0_1,lep_z0_2,lep_z0_3,lep_sigd0_0,lep_sigd0_1,lep_sigd0_2,lep_sigd0_3,lep_ptconerel_0,lep_ptconerel_1,lep_ptconerel_2,lep_ptconerel_3,lep_etconerel_0,lep_etconerel_1,lep_etconerel_2,lep_etconerel_3,min_mll,mZ1,mZ2,mllll,totalWeight
303,30.0576484375,25.50404296875,17.575990234375,13.9091767578125,2.1485317,0.73977566,1.9482179,0.27035347,2.7410324,-0.81964046,0.5588184,-2.8774114,130.5842578125,32.80712109375,62.910625,14.4209853515625,-1,1,1,-1,13,13,11,13,0.05649185,0.0025863647,-25.876324,97.64171,0.624415,2.331496,1.5731115,3.400661,0.0,0.0,0.0,0.082824126,0.024087867,-0.017371848,-0.04436798,-0.03185324,33.48362335436998,68.73127006043676,42.69064579782509,113.8251943274698,0.25111238036157774
304,45.51087890625,43.612078125,12.8754345703125,7.14228173828125,-1.7842036,-2.3030024,-0.13202533,1.3030912,0.34998283,-2.241678,2.2860265,-0.20628193,139.32628125,220.331125,12.9882412109375,14.1147841796875,-1,1,1,-1,13,13,13,13,0.054634094,0.10771942,0.0037021637,0.06120491,4.4737954,1.8588717,6.5325427,15.581502,0.0,0.055495117,0.37186113,0.18429145,-0.003239598,-0.012444569,-0.03943746,0.0027773832,23.551621066583586,108.43176091614576,59.90681089505983,188.6313639275004,0.2937771418337359
305,71.7230078125,29.345474609375,18.182671875,8.428669921875,0.37367243,-0.053344063,-1.0319295,-1.1148347,2.448071,0.25160787,-0.9088718,-0.6640903,76.789,29.387427734375,28.754220703125,14.2319501953125,1,-1,-1,1,13,13,13,11,-0.0013198853,0.05227661,-0.109199524,0.076423645,0.088700145,0.8076481,2.2463286,0.79210395,0.0,0.0,0.5268204,2.572129,0.015274016,0.040980514,0.38396454,0.057590727,84.05021650253948,90.47649429187071,22.342575533449835,144.8368237335686,0.14387316228331612
306,51.46595703125,35.1719609375,9.49587890625,7.29632275390625,1.299655,2.1708305,-0.3062977,1.36006,1.5118451,-0.9005721,-2.1829321,-0.5227585,101.404890625,156.15728125,9.9448154296875,15.1514462890625,1,-1,1,-1,13,13,11,13,-0.038355827,0.07641792,65.79968,71.46712,0.9112186,1.3203396,9.820825,26.761072,0.0,0.03458247,0.0,0.0,0.022608576,-0.015669404,-0.05985007,0.1305523,32.991961091897,88.22163231628772,19.803854963683783,129.0651385940437,0.31848284735943133
307,64.5841015625,35.4632734375,17.16051953125,7.66330615234375,0.38689715,1.0474931,1.306553,2.1046634,-2.405763,-0.1918722,2.278479,2.1489046,69.4785546875,56.76460546875,34.01379296875,31.90321484375,1,-1,1,1,13,13,13,11,0.16218567,-0.010549545,0.19418144,-1.4525833,2.9852116,0.75617135,9.507846,2.4361448,0.02128167,0.0,0.06447037,0.13800682,0.017782176,0.0050125923,0.13379268,0.40213057,47.0248252372682,91.4553481588458,9.51501385869865,134.9344958454019,0.14206927546927753
308,222.2605,37.02184765625,34.63543359375,12.3957265625,-2.3652172,-2.0752597,-1.1365806,-0.9802658,0.9858804,1.9543487,-1.6684992,-2.5144575,1193.57,149.793,59.52125,18.843833984375,1,-1,-1,1,13,13,13,11,-0.064071655,0.078487396,0.021457672,0.027187347,1.454326,0.007779992,0.82559985,1.4313624,0.0,0.0,0.0,0.0,0.0056321262,0.00026247435,0.052929696,0.3073151,88.48648718034623,205.32694295271236,41.793095130784394,273.7577746193718,0.3174723183429573
309,53.8779609375,25.4309296875,11.181212890625,7.86554736328125,1.499944,-0.01647158,1.5122409,0.06349399,-0.015113881,2.6231735,-2.4562495,-0.543946,126.7366484375,25.434599609375,26.59641015625,7.88140771484375,-1,1,-1,1,13,13,13,11,0.023089409,0.0124874115,-121.76527,-57.33088,0.74550897,0.5999747,1.1491133,0.30421394,0.0,0.0,0.0,0.0,0.02346239,-0.049067125,-0.1558484,-0.08369688,34.192131708015204,94.57080147590449,21.308061692817407,121.01838873358564,0.049072181215362
310,37.8473203125,33.31484765625,7.84759326171875,7.81604931640625,-2.2593582,-2.0905306,2.1578102,2.4319887,-1.1558125,1.8567424,-1.43151,0.4183304,183.20675,136.80459375,34.40286328125,44.82252734375,-1,1,1,-1,13,13,11,11,0.028717041,-0.014564514,80.82774,81.20912,0.7742776,0.18647638,1.64276,1.6985248,0.0,0.0,0.0,0.0,0.020719346,0.03712496,0.2996566,-0.027014367,12.69266342396428,71.12389539197288,12.69266342396428,322.8585869774344,0.08407163486721826
311,143.01259375,52.18901953125,41.194734375,7.5205224609375,0.018895872,-1.3194758,-1.8124958,-0.28502452,2.0993733,-1.50471,1.0678947,-0.55573934,143.038171875,104.6060234375,129.5361328125,7.828076171875,-1,1,-1,1,13,13,13,11,5.263481,0.009342194,0.052410126,125.84376,130.6489,1.8787074,0.9907098,0.42372054,0.0,0.0,0.0,0.0,-0.002801748,-0.009863258,0.0036491968,0.072001636,91.95375836996197,209.22355550476857,39.07830579300321,300.60980092693995,0.16322830007262898
312,44.7413671875,33.97881640625,7.9927041015625,7.44519970703125,0.4687574,-0.7199192,2.4319963,2.1585958,3.0423305,0.26163822,0.41827708,-1.4314234,49.74773828125,43.17121484375,45.8359296875,32.66379296875,-1,1,-1,1,13,13,11,11,-0.0482347,-0.06965768,49.825542,49.227905,3.5721023,2.4551241,1.7325718,1.5608805,0.0,0.039355088,0.0,0.0,0.01881527,-0.0045443405,-0.007277637,0.23839043,12.50018939756802,91.09556537815737,12.50018939756802,155.23586085367708,0.2988597667540782
313,60.2630078125,35.00961328125,20.133568359375,7.1449462890625,0.3063356,-0.33170867,-0.13166714,0.726093,-1.817687,0.7907565,1.9861917,1.129725,63.11286328125,36.9535546875,20.30833984375,9.112609375,1,-1,-1,1,13,13,11,11,0.001373291,-0.039405823,-0.050750732,0.19605255,0.38639325,1.1557065,0.18555844,1.9173793,0.0,0.0,0.12622534,0.6133995,0.04489047,-0.019062635,-0.039682847,0.04143255,14.550524686070105,93.4985947884411,14.550524686070105,128.7254149097341,0.1793684141909048
314,158.954828125,38.9054296875,27.229154296875,8.3747919921875,-0.06509502,2.3671396,0.7241238,0.82315177,-0.5352622,2.0661893,-0.39937216,-1.7594688,159.29175,209.322625,34.68563671875,11.376443359375,-1,-1,1,-1,13,13,13,13,13.2642355,0.03970146,-0.058691025,0.009771347,111.53971,1.003301,0.54769546,0.9583119,0.0,0.0,0.0,0.13065572,-0.0090085585,0.022176027,0.03176739,-0.12445626,19.052274518126783,85.64689462034126,53.660024331471504,311.69012985654,0.16592305195868465
315,40.63487890625,38.85540234375,9.0442373046875,7.83086962890625,-0.11173266,0.009121382,0.08908236,-1.2820852,2.9984365,0.17222708,-1.0782174,0.10331771,40.88892578125,38.8571640625,9.0801474609375,15.1985400390625,-1,1,-1,-1,13,13,11,13,-0.07967377,0.10205841,-0.20278168,-139.6843,1.0239505,1.6281071,6.5896378,0.8327528,0.0,0.0,0.0,0.0,-0.018823866,-0.01968595,0.05233655,0.0030578724,24.151619211150845,78.63156943903854,15.597477949354849,102.083966232,0.17885175507885395
316,47.63744140625,42.12328125,13.6141376953125,8.8232119140625,1.6687402,1.2342074,-0.34239835,-0.6539173,3.048692,-0.4109766,2.829442,0.68426895,130.859234375,78.4908984375,14.4203896484375,10.778353515625,-1,1,1,-1,13,13,13,13,0.0018463135,0.0047912598,0.017425537,0.036354065,0.86324704,1.7001075,0.38247243,3.2281134,0.0,0.0,0.07738788,0.0,-0.0012681362,-0.026124846,-0.08083246,-0.025781896,19.559232564590175,90.61018299697338,19.559232564590175,152.95322084974208,0.23137931803285147
317,54.109390625,50.75844140625,36.62019921875,23.540396484375,0.9422704,-0.07180193,1.5521367,0.0993778,1.3640034,2.0804546,-2.038739,2.0877726,79.961359375,50.88944921875,90.3300546875,23.656970703125,1,-1,-1,1,13,13,13,13,-0.004506111,76.64462,0.07617664,58.72391,4.0049715,17.168013,3.307193,26.165297,0.0,0.0,0.03649215,0.0,-0.020676881,-0.00211514,0.0016626106,0.044836573,5.93414907494734,92.47581306885685,5.93414907494734,176.98962960304712,0.3245044568887933
318,52.6076640625,37.1345859375,12.9053447265625,8.522009765625,0.35438433,0.32005867,1.1309097,0.56835455,0.6056028,-2.7090895,-1.8691931,-0.96125567,55.94593359375,39.0530078125,22.07622265625,9.9358818359375,-1,1,1,1,13,13,13,11,0.03888321,-0.018222809,0.2533245,0.02736473,0.51723695,1.7945338,0.21287079,1.3495078,0.0,0.0,0.13864402,0.0,0.01620491,0.004576458,0.026279368,0.025451,53.43470195271589,88.08071754934548,10.97046587300007,114.29323675360185,-0.13885702735336544
319,36.94523046875,20.73382421875,18.25098828125,7.90636376953125,-1.8819532,0.31168312,-0.96212935,-0.7174958,0.6450137,-2.5949504,2.415899,0.20083618,124.1103515625,21.749369140625,27.370681640625,10.0302802734375,-1,1,1,1,13,13,13,11,-0.025540829,0.0055565834,-0.5663543,-65.11791,0.60442597,0.38616744,3.8475366,2.6060085,0.0,0.0,0.20219143,0.0,0.009682567,-0.015296663,-0.03327801,0.024454132,47.20763790433955,92.08464912339774,21.693944659573795,117.21833797975728,0.19316067332947817
320,42.5033984375,12.70846484375,7.794685546875,7.27972265625,2.3259556,-0.3608744,-0.31117445,-2.4080358,-0.007982999,1.915032,-3.034731,2.7506635,219.61821875,13.54541015625,8.17511865234375,40.774109375,1,-1,1,1,13,13,11,11,-0.066013336,-0.024780273,-0.15824127,-13.504366,1.6780683,3.479043,24.204609,1.2932532,0.0,0.0,0.13188036,0.19612016,-0.007875687,-0.0033705274,-0.10323248,0.2085922,91.33367770409728,91.33367770409728,19.214031322661686,224.83450927133697,0.297599893100881
321,33.66594921875,23.838185546875,11.260345703125,10.390607421875,1.0370967,-1.1672726,-0.51375115,-0.23456316,2.0400712,-0.6904794,-0.9894347,-0.9813427,53.453171875,42.00816015625,12.7793486328125,10.677765625,1,-1,1,-1,13,13,11,11,-0.0129874945,-0.08519322,0.13572925,-0.33175194,1.026567,0.73554254,0.7006635,0.7213236,0.0,0.10964444,1.49197,1.0212297,-0.020951083,-0.037079256,0.22675261,-0.047449503,3.030976049802936,93.99235645590191,3.030976049802936,117.90023322237221,0.10042987044397678
322,5818.265,52.80719921875,36.46292578125,11.8259775390625,-0.08649581,0.71441686,0.35199907,1.8447937,0.32728577,-1.8752815,0.95213276,-1.0741872,5840.0435,66.86646875,38.7454296875,38.34500390625,1,-1,1,-1,13,13,13,13,-23.013973,0.03704071,0.010787964,-0.10669708,103.8636,1.4192662,1.638103,0.9477531,0.0,0.0,0.0,0.17891125,-0.00012837783,-0.02259035,0.008722131,0.24423647,48.93911098696318,1088.6916344976178,48.93911098696318,1334.0708759498802,0.18781884401894403
323,53.7074921875,40.27969921875,9.9008642578125,9.621982421875,0.8698168,1.2528167,0.80889577,-0.47350967,-1.0293599,1.638717,-2.1249976,1.275181,75.3383125,76.247265625,13.3205078125,10.7214873046875,1,-1,1,-1,13,13,11,13,-0.003578186,0.06808472,-0.041893005,0.005317688,0.78944814,2.029046,21.31816,0.82223004,0.0,0.0,0.6217965,0.1045431,-0.0130054895,-0.01734105,0.11986312,-0.0055246814,52.98338821678668,92.18734909843002,23.53951057911675,124.4473751502138,0.14143069752078857
324,36.95416015625,26.509484375,8.775806640625,7.6611328125,0.31650105,-1.6116124,-0.54099905,-2.296015,1.2427021,-0.9036933,-1.0165203,-1.148004,38.8207109375,69.06325,10.0922412109375,38.4403984375,1,-1,1,-1,13,13,13,11,-0.07468414,0.060272217,-0.065971375,-0.51784515,0.78598595,0.7147133,1.2113049,1.0744872,0.0,0.0,0.2591204,0.0,0.0074276393,-0.016642775,0.1852161,0.09897565,17.209872633178193,89.13755600758148,16.346755767274423,119.28317305324593,0.1461972788133925
325,53.24173046875,19.35012109375,9.6131259765625,8.292888671875,-0.34971333,1.4793649,-0.53172845,-0.5983029,-0.047777884,2.8648465,0.0646161,1.0261666,56.53086328125,44.6789609375,11.0044326171875,9.8219853515625,-1,1,1,-1,13,13,11,11,0.029727936,0.007091522,-59.57425,35.792698,1.1114609,0.40683714,0.5405886,7.7896585,0.0,0.0,5.4489555,0.0,-0.0107268,-0.04298467,0.55301064,0.6517742,8.279767817323362,92.67468900743135,8.279767817323362,111.00437594317019,0.304948665083268
326,70.6841796875,28.346212890625,15.314576171875,8.10299609375,1.8304954,1.5853623,-1.046703,-2.1771235,-2.024138,1.2313105,-0.8643142,1.972692,226.0943125,72.083546875,24.498482421875,36.19715234375,1,-1,-1,1,13,13,13,11,0.0750885,-0.028503418,221.6866,0.32632446,0.839192,1.5280234,6.2752967,1.6883695,0.017217074,0.0,0.16695127,0.13910767,-0.011036757,0.026327254,0.14166275,0.13943873,90.05354572618135,135.74281837834002,97.75422437285643,274.8210922475407,0.1212446447508564
327,206.275484375,82.6999140625,24.564666015625,7.57116796875,-0.030072497,-0.024856308,-0.34429154,1.416239,-0.57204765,-2.813485,0.46391478,1.7550666,206.368796875,82.72553125,26.0352265625,16.521439453125,-1,-1,1,1,13,13,13,13,-98.21511,0.0033621788,-0.07886839,-27.85316,74.161316,0.77428114,0.5968965,2.1680715,0.0,0.0,0.0,0.0,0.0006424165,-0.007029501,-0.029658942,-0.09061689,54.52880654120533,95.62812627695983,91.09168192711137,286.7443979979647,0.13985999310191932
328,50.17699609375,33.5120859375,9.47787109375,7.21381787109375,-0.59648156,-1.5558037,-0.30616787,1.3599972,0.8744784,-2.0459754,-2.1829197,-0.5227821,59.3711484375,82.9410234375,9.92557421875,14.9793017578125,1,-1,1,-1,13,13,11,13,0.012832642,0.02042389,-13.0719795,-7.399967,0.15128188,0.15142436,9.80667,26.561308,0.0,0.0,0.19544989,0.0,0.019646697,-0.014953358,-0.01418133,-0.052435618,49.86914046976147,91.1821828173467,19.67106294810023,134.7256537155273,0.3184532554634923
329,57.9317734375,29.7973359375,11.8900146484375,8.9227822265625,-0.9589674,0.020634282,-0.40547836,-0.69353294,-0.76407,2.2846642,2.601015,2.5311196,86.6743828125,29.8038671875,12.8809150390625,11.156060546875,-1,1,1,-1,13,13,11,11,-0.00018310547,0.08520079,-0.07333708,0.004067898,1.654068,0.8558693,0.579506,0.500005,0.02549953,0.0,0.5458073,1.3082975,0.008836362,-0.0096571995,0.16454688,0.1993148,3.063043113097111,93.18433766032238,3.063043113097111,118.23818433889332,0.2607797765966216
330,57.273171875,48.80210546875,9.833140625,7.365423828125,-1.351444,-0.8816892,-0.30636224,1.3600093,1.4051185,-2.9749732,-2.182954,-0.52271944,118.0362109375,69.0320859375,10.2982197265625,15.2942548828125,-1,1,1,-1,13,13,11,13,0.011734009,-0.015396118,-23.917976,-18.243942,1.5870371,1.469477,9.852612,26.84288,0.0,0.0,0.0,0.0,-0.015774531,-0.014887769,-0.030916201,0.096221656,63.04903719416468,89.67684538230513,20.248002359943058,149.54457954163672,0.3088663873855663
331,67.06378125,60.56991796875,11.027271484375,7.19234130859375,1.8093426,1.3095064,0.56613755,-0.76070124,-0.8647922,-2.6561291,1.5869935,0.8158442,210.25146875,120.3615,12.8421640625,9.3756298828125,1,-1,1,1,13,13,11,11,-0.12774467,-0.0031337738,0.089437485,27.904083,3.0847628,2.0711215,1.0893737,0.24992256,0.0,0.0,1.8640506,0.0,-0.011943043,-0.014033677,0.3571019,-0.061385095,104.58247940662486,104.58247940662486,14.360609010297598,167.8255622606398,-0.298726298316105
332,50.74129296875,27.033533203125,12.484591796875,7.34854443359375,0.5276501,-0.8848109,0.56502765,1.5913821,2.3264253,-0.0033950643,-1.0953223,3.0485773,57.970359375,38.324484375,14.5310712890625,18.790873046875,-1,1,-1,1,13,13,11,11,-0.014282227,0.007835388,0.11565399,-0.04409027,0.5123993,1.9606513,4.140551,2.9920294,0.0,0.0,0.1843807,0.0,0.0038329475,0.01957819,0.33668593,0.021481654,19.69008887228831,88.62573186712213,19.69008887228831,123.9330614150663,0.39220785635164984
333,47.464890625,41.99221875,11.938458984375,7.90578173828125,0.5729299,-0.29964352,-1.54918,-0.49687326,-1.0698761,2.1000345,-0.018508581,2.6533415,55.47057421875,43.89165625,29.368982421875,8.9025546875,-1,1,-1,1,13,13,13,13,0.09602356,-0.13983154,125.16196,112.080795,1.8192484,1.9720641,33.751072,1.8549199,0.026405679,0.0,0.0,0.24817164,-0.008925563,-0.007247137,-0.044529855,-0.14082494,21.717975584676882,97.91524346790385,21.717975584676882,136.64508400205588,0.28481319099764835
334,50.15841796875,40.2923359375,17.4675390625,13.1894501953125,1.4599649,1.0297619,-0.8042136,-0.24806413,-1.2404315,2.474772,-0.37911218,-2.4653575,113.8108203125,63.6114296875,23.42726953125,13.59734765625,1,-1,1,-1,13,13,11,11,0.019851685,0.00044250488,157.48404,133.01303,2.3886826,1.6597283,3.563545,0.927076,0.0,0.0,0.0,0.0,-0.022047143,-0.017813286,0.016585158,0.078422055,27.586537108076815,88.41353235395275,27.586537108076815,164.20474557349235,0.016423969381668787
335,69.20584375,34.20440625,11.31872265625,7.528578125,-0.67444956,-0.1909249,1.0969074,1.559823,1.9943532,-1.3658724,0.25094685,-2.5391,85.5519453125,34.82987890625,18.839130859375,18.701861328125,-1,1,1,1,13,13,13,13,-0.004966736,0.001335144,-9.060913,-8.628975,0.098541304,0.6487287,13.641332,7.6078053,0.0,0.0,0.0,0.0,-0.011117459,-0.022939926,-0.00320866,0.072417,70.76304919263796,99.60035176277593,18.683311008770204,152.50679038602232,0.2088982968155311
336,92.4894296875,29.8238203125,21.573630859375,10.644392578125,-0.34249976,2.09334,0.31623596,-0.3569399,1.5524328,-1.771744,-2.4372797,-0.2464204,97.9675078125,122.8031328125,22.661634765625,11.3301953125,1,-1,-1,-1,13,11,13,13,-0.07145691,0.25408936,-0.027801514,-0.052871704,1.6831225,1.9861476,0.31146714,0.8921567,0.0,0.0,0.0,0.4853737,-0.0032368102,0.050067835,-0.048037652,-0.07145574,49.137267654796545,86.76259751471036,60.65050415570617,233.53396998768477,0.2351223142377136
337,310.50703125,95.18703125,25.875248046875,25.104498046875,0.060664106,0.080428585,-1.9729704,-0.0994572,2.6820884,-2.837342,3.071284,0.24531332,311.07859375,95.495125,94.8464375,25.228984375,-1,1,-1,1,13,13,13,13,-8.348694,12.018826,0.008060455,0.025348663,114.14038,1.210087,0.37247953,0.7035603,0.0,0.0,0.11153324,0.0,0.0012821378,0.015695894,0.01196012,-0.0011969208,74.59464783327405,166.33173540472515,122.18418326038756,348.9981630801519,0.17912960458949456
338,45.82983203125,17.5761640625,9.4752529296875,7.75347412109375,-0.4227103,-2.0352046,-0.7589362,-0.9203374,-0.497363,2.3458495,2.8311913,2.5666132,49.9858046875,68.4106640625,12.3380224609375,11.2760693359375,-1,1,1,1,13,13,13,13,0.05216217,-0.0693903,-0.063471794,-0.026828766,0.050159983,0.36344957,4.5569515,1.605489,0.0,0.06168267,0.15347378,0.187555,-0.015354159,-0.01212174,-0.074264884,0.13085224,38.84740975766203,75.76535965290519,2.6599879763760352,97.83179917498109,0.08475880069580341
339,45.59205859375,43.43367578125,11.2813798828125,7.64974658203125,1.8375503,1.8034382,1.0973785,1.5598023,1.985827,-1.0938761,0.25104403,-2.5390487,146.814203125,135.4091875,18.784052734375,19.002486328125,1,-1,1,1,13,13,13,13,-0.041015625,0.0015258789,-158.29399,-157.80359,1.0029129,0.25359955,13.594071,7.6047463,0.0,0.0,0.0,0.0,-0.0015846476,-0.004330986,0.009713039,0.07827643,24.518913521693857,88.97011635187556,18.800941547164793,110.59760072893677,0.2983856055450257
340,63.14609375,34.15223046875,8.5086611328125,7.66101708984375,-0.1671537,-0.14087714,1.673939,1.7201275,2.268619,-0.3219641,3.0552669,-1.7591946,64.0303984375,34.4918515625,23.4868671875,22.080138671875,1,-1,1,-1,13,13,13,11,0.032218933,-0.025215149,0.34148407,0.07375336,1.9834791,0.95347714,0.69355035,0.88915825,0.0,0.0,0.0,1.3801391,0.02723738,-0.015919521,-0.091836,0.08805131,48.95608814966275,89.38397325634011,10.828057856569542,136.9254405993077,0.0
341,53.10040234375,45.5853984375,7.8467490234375,7.2275419921875,-0.6775633,-0.19313328,-0.49010324,-0.70893675,0.0526889,-2.2579896,-0.7137922,-0.4511904,65.7629921875,46.43834375,8.8087978515625,9.1217587890625,-1,1,1,1,13,13,13,13,0.08518219,-0.048553467,-161.81375,-161.69008,1.3227051,2.5382173,0.14194994,0.5190347,0.0,0.0,0.0,0.17436346,0.02646103,-0.01877549,0.078740716,-0.12333376,9.791777771310842,93.1903594834956,2.5806710361414957,103.274691339808,0.30454753559876135
342,50.064609375,40.4007890625,7.87059033203125,7.2049951171875,-0.14068907,0.019047057,-0.4902301,-0.70896983,0.17111915,-2.833492,-0.71380347,-0.45114955,50.56101171875,40.4082578125,8.8360673828125,9.093490234375,-1,1,1,1,13,13,13,13,0.05765152,0.007118225,-94.00571,-93.8816,0.93784046,2.5265775,0.22559948,0.5858158,0.0,0.0,0.0,0.19269499,-0.007017931,-0.016895335,-0.028180633,-0.09473772,15.967834872895764,90.02482493931977,2.580403159894491,104.5061547910536,0.2277507154168086
343,103.2102890625,59.11284765625,51.0605546875,8.2434755859375,-1.7444013,0.06498634,-1.4157629,0.48258486,1.4561906,2.968294,0.19914927,-2.8095539,304.327125,59.23780859375,111.37253125,9.222154296875,-1,1,1,1,13,13,13,11,0.043628693,-109.665985,0.06086731,3.5351906,1.4696573,109.43149,2.0482876,3.5509496,0.0,0.036011893,0.050196756,0.18939464,-0.0066605327,-0.012885715,-0.010951993,-0.010021886,88.66427727420617,193.7543323140892,60.88547512000786,278.58795417043757,0.0
344,48.7777734375,28.27713671875,8.9190537109375,7.44421240234375,0.9855606,2.2474818,-0.30637065,1.3598297,-1.7828058,1.588995,-2.18306,-0.5227432,74.4482109375,135.299625,9.3409228515625,15.45541796875,-1,1,1,-1,13,13,11,13,0.050682068,-0.010318756,96.006615,101.685844,1.5119505,0.6354856,8.9825,26.989985,0.0,0.0,0.0,0.14844364,-0.015576104,-0.017176056,0.013509841,0.28008783,28.547453882998184,89.15330449956961,19.385595359327134,119.4403008349908,0.15302401893320375
345,54.31839453125,53.4941484375,7.8176220703125,7.34119189453125,-2.3232167,-2.2623947,-0.4902178,-0.70891774,-2.0441685,-0.09356676,-0.7137936,-0.45125422,279.91403125,259.718546875,8.776560546875,9.265068359375,-1,1,1,1,13,13,13,13,-0.0367527,-0.07707405,-21.072056,-20.959278,0.88818806,1.3724146,0.099346764,0.6273853,0.033318374,0.037418645,0.23477039,0.0,-0.002642597,-0.0010483108,-0.03612016,-0.111514345,45.835430498549705,89.3126158693518,2.594939822596005,125.14459869713376,0.33516458299827717
346,4695.495,73.912078125,30.45461328125,9.2371328125,-0.05507634,0.36660013,0.44235647,0.08055919,1.3777938,-0.9313543,1.7534294,1.4131222,4702.6185,78.9347578125,33.48335546875,9.2671220703125,1,-1,1,-1,13,13,13,11,20.02087,-0.08524704,-0.019685745,-6.4641533,56.061417,0.37930864,1.9747508,0.43108246,0.0,0.0,0.0,0.0,0.0018622556,0.005417345,-0.0026948801,0.07234465,92.49446440841024,1106.3108196388318,8.337040105656618,1136.5914200606442,0.13649315861055974
347,43.22503125,42.859125,11.79021875,8.00158544921875,1.544241,1.0183792,-1.5491759,-0.49686414,-0.28160205,2.8854141,-0.01846831,2.6533563,105.8557421875,67.0721171875,29.004201171875,9.0103837890625,1,-1,-1,1,13,13,13,13,0.057121277,-0.023277283,-9.286875,-22.363049,2.6613078,1.5854359,33.845455,2.1385834,0.039842192,0.0,0.0,0.0,-0.00814782,-0.01735988,-0.029871354,-0.092985235,21.713051914001518,101.3783136249894,31.121297178041434,175.05194026919463,0.3184579514922571
348,46.25541015625,39.96260546875,11.47730078125,10.67603125,-1.317024,-2.107011,2.006436,-1.2900951,-2.6941886,0.14579926,1.3595916,0.36987123,92.5161796875,166.748515625,43.4487890625,20.8632421875,1,-1,1,-1,13,13,13,13,-0.062473297,0.090171814,-112.82592,-98.72022,0.43405005,0.20319845,24.971027,1.2892973,0.0,0.0,0.0,0.0,-0.011053967,-0.0150755225,0.049309053,0.1858403,44.41579481314388,166.54584683837135,44.41579481314388,238.87166807836687,0.30129738649157706
349,32.520140625,25.360484375,9.3418681640625,7.44333447265625,-0.15460652,0.9119066,-0.30571625,1.3600177,2.1654255,-1.0278063,-2.1829784,-0.5227499,32.90975390625,36.65646484375,9.7818359375,15.4561416015625,-1,1,1,-1,13,13,11,13,-0.027433395,-0.03479767,23.75119,29.447361,1.1851704,0.031404983,9.893999,26.838232,0.0,0.039878745,0.0,0.0,0.0038838424,0.00991308,-0.061818954,0.106725246,9.259215054590959,65.7814352228585,19.834107722520635,88.91451219502318,0.2638383624232343
350,61.31943359375,42.42732421875,11.843123046875,8.05320263671875,1.7962497,1.4995757,1.815901,0.033398595,-1.5245724,2.4655552,1.2347459,-0.64299124,189.873265625,99.7681796875,37.36092578125,8.05838720703125,-1,1,-1,-1,13,13,11,13,0.0025863647,-0.051582336,0.24151611,-129.64737,0.99680597,1.8717958,0.71195465,2.4845114,0.0,0.0,0.0,0.0,-0.0041522845,-0.007886205,0.040407997,0.27906314,47.35355942789603,94.20042577164227,25.312405792930313,132.7139288805918,0.3173568464971479
351,55.33148046875,35.56198046875,8.393486328125,7.7018330078125,1.2832577,1.3690065,2.4318502,2.1584158,0.3904229,-2.8253403,0.41840306,-1.4314352,107.4955234375,74.4277890625,48.127375,33.78378125,-1,1,-1,1,13,13,11,11,0.005039215,0.0054779053,84.427185,83.82878,1.6417525,0.8531379,1.6388235,1.5619421,0.0,0.0,0.0,0.0,-0.01568359,0.036648057,0.2135924,0.21444805,13.029381534255176,88.7383289717122,13.029381534255176,111.04797253736452,0.3300902332420599
352,44.05575,40.45964453125,11.4335283203125,7.48883154296875,2.1298158,1.3098816,1.0973614,1.559876,2.996608,-0.5751114,0.25103837,-2.539073,187.945734375,80.425484375,19.037119140625,18.604029296875,-1,1,1,1,13,13,13,13,-0.08137512,-0.008422852,56.34966,56.811863,1.0452487,3.7006922,13.552614,7.613591,0.0,0.0,0.0,0.0,-0.0017551353,0.0036965574,0.028770525,-0.010325216,16.916305725278733,89.84572344068849,18.727404447957007,111.39527707968273,0.3861310555145109
353,53.95884375,20.89037890625,8.242451171875,7.90215576171875,-1.7851486,-0.06886558,2.4319203,2.157783,0.11665345,2.9996812,0.4186772,-1.4316704,165.33634375,20.940201171875,47.2646171875,34.641140625,-1,1,-1,1,13,13,11,11,-0.019556046,-0.035619736,27.989742,27.49442,0.20835759,0.06361079,1.5991625,1.6826155,0.0,0.0,0.14685942,0.0,-0.0015343674,0.013759766,0.014759599,0.2345261,13.08186776179461,93.02607172036087,13.08186776179461,253.3266338252532,0.3036964514378452
354,46.39115234375,44.24037890625,40.65536328125,7.08101708984375,0.09576939,0.40575773,-0.31423494,0.25527984,-2.0907054,-2.563731,0.2484594,-2.8161647,46.6041796875,47.93258984375,42.67929296875,7.313,-1,-1,1,1,13,13,13,11,-145.8755,-0.042118073,-0.0135269165,-94.24821,207.01976,0.47608778,0.13456199,0.93286455,0.0,0.08029681,0.0,6.6032243,-0.0064881267,-0.010327289,0.009390838,-0.027340028,81.94589109098015,89.29971054191118,13.18420008307731,129.55936317850046,0.22488225544610166
